id,CPU,throughput
0,0.1965599467754061,17.945072888759178
1,0.12170644603874092,11.485113832163885
2,0.08160568060877138,7.844667833490387
3,0.9639818934272691,67.49739906572253
4,0.17458102323351676,16.091150803631898
5,0.35587148088378795,30.44444069171741
6,0.31686983479181674,27.525758324632065
7,0.19270419226572166,17.622315953361213
8,0.891082647491729,63.714949442814394
9,0.29162970134221466,25.590475541198405
10,0.4366780113530805,36.233351194983584
11,0.9937478353674962,69.00162018413354
12,0.9725125452960225,67.93081338170447
13,0.4196458290750924,35.040742435948886
14,0.23391098008169886,21.01887835631201
15,0.7050850039916005,53.36149652062739
16,0.01670328830826817,1.6565322589280636
17,0.8091096322696526,59.28348083743084
18,0.3648864112007829,31.10712099368215
19,0.8695274589106662,62.56857031638423
20,0.5328962160534922,42.71588976980608
21,0.10972536977415137,10.41125700943152
22,0.2152856678558288,19.497916673351984
23,0.8297156243654483,60.41605582564262
24,0.24592607822154722,21.98790913353031
25,0.6644223674949605,50.947813681005826
26,0.7964718193844569,58.582464104954845
27,0.3213018337849707,27.861748830127347
28,0.9208143178512785,65.27492200054539
29,0.648374862111023,49.978987049426166
30,0.07784864621851162,7.496706023476476
31,0.82373807822091,60.088828387443
32,0.6964730879976051,52.85514418670502
33,0.3622083654340177,30.91071809264839
34,0.13589904832167388,12.742445043613095
35,0.6393199494906965,49.42814908941274
36,0.13377111744789805,12.55493484681412
37,0.7951060547088563,58.50641035981492
38,0.9207724431488522,65.2727419273083
39,0.7635751849898391,56.73431037459502
40,0.39194791790249106,33.07041459123234
41,0.5354989252392109,42.885536095659404
42,0.5099718581981761,41.20910136983126
43,0.8960458904818244,63.97706073805465
44,0.24608051270217068,22.000303521360856
45,0.22778192470710013,20.520922821133162
46,0.9896698313208735,68.7968711062057
47,0.6315754189396333,48.95460627309814
48,0.9567592529369604,67.12896624188362
49,0.7003532766598978,53.08360392726448
50,0.2249712453255902,20.291737051759043
51,0.3068933153319886,26.765280570379208
52,0.43363402011157537,36.02124935035428
53,0.8605995682810812,62.08987843201977
54,0.8177596960040401,59.76048066028665
55,0.9232426537499258,65.4012643643347
56,0.019545877935706057,1.9357310447256255
57,0.18491145949199683,16.96680540673134
58,0.4370740606342387,36.26091441364301
59,0.7785620371083747,57.58051935007893
60,0.5814940007984823,45.83699703946785
61,0.8251229476413082,60.16473533358745
62,0.3767230133007623,31.970604722565504
63,0.3192959052930314,27.7098189206144
64,0.4028579329484979,33.85115365124796
65,0.8180661097337532,59.77733590840965
66,0.4379540753433101,36.32213223099528
67,0.8960641092441334,63.978021615366245
68,0.388541997526373,32.82542739953566
69,0.76795160229826,56.982158957507956
70,0.01066469711285467,1.0608230343152418
71,0.3229015621579574,27.982747734418744
72,0.49835956716163554,40.43708877751481
73,0.4029258840289427,33.85599729458547
74,0.4666403669261576,38.29743204540758
75,0.7784196799396812,57.57251496995591
76,0.7593414796475847,56.49395797438628
77,0.8666228608818172,62.41308414128896
78,0.030538598329488242,3.0081576570732937
79,0.5458340608977682,43.55636099269622
80,0.9996151735781403,69.29547488352186
81,0.21782684448297296,19.706799537439046
82,0.6615623254067143,50.77583196387431
83,0.8569173249427702,61.891776061630765
84,0.7856814594922624,57.98001123996455
85,0.5078502868129319,41.068498535547896
86,0.32294168355942354,27.985780521907877
87,0.2847886319007914,25.059421602425953
88,0.1376433627807485,12.895889711529504
89,0.2018212636603326,18.38381259383461
90,0.5062694906860669,40.96360580476759
91,0.0944833880418926,9.028246019715887
92,0.08727580704149906,8.367530828335498
93,0.84411931076009,61.20018251888626
94,0.9617144532751278,67.38188119556467
95,0.8070146203358104,59.16761025213613
96,0.7476143667859655,55.8251638927664
97,0.0754939010575344,7.2779998912297055
98,0.8034473549417246,58.97000304401049
99,0.8531601423770763,61.689236687011885
100,0.35682404694692993,30.51467091789074
101,0.3122310861463111,27.17288077458174
102,0.6210710646703396,48.308708181131
103,0.7349012450197999,55.09504924819125
104,0.07482883785280825,7.216142830064149
105,0.8755177034298942,62.8884729807382
106,0.7181900036709612,54.12714132971783
107,0.02137103225421011,2.1145874005077796
108,0.0005974835721112015,0.059730514986776555
109,0.5711235822260902,45.179102086837034
110,0.43243337980205643,35.93746622789257
111,0.8033717249025109,58.96580931887203
112,0.24467248576651246,21.887243166800626
113,0.8631447742557139,62.22657988823506
114,0.1572160724309657,14.601718309266632
115,0.13441578754087036,12.611779378357262
116,0.26782335609128416,23.73015372343492
117,0.3775500719262245,32.030661123999074
118,0.3654352120784873,31.147321450684434
119,0.7404498142035298,55.41435937275491
120,0.9221855514578218,65.34628467092627
121,0.9559700137090991,67.08862410805425
122,0.39811362308365705,33.51239159622075
123,0.807794388660709,59.21075324171332
124,0.517803184777331,41.726401627070985
125,0.9543297098722687,67.00472752472328
126,0.12364619677875233,11.65789303713841
127,0.7196980469058137,54.21487212894057
128,0.13212778714557205,12.40988595808268
129,0.9720276792399163,67.90622922076564
130,0.3911865160040534,33.01569916619524
131,0.23024180717548914,20.72107412623931
132,0.77881182666306,57.59456283072851
133,0.3617860317159032,30.879709679272775
134,0.6940298956634,52.71102440454495
135,0.9944670122154741,69.03768528510015
136,0.6358052633962327,49.21351989417743
137,0.9618630712535429,67.38945683170577
138,0.06407580472414176,6.210663342313193
139,0.9258136906678543,65.53485748796028
140,0.8062467820041461,59.12510912876181
141,0.046985765132005364,4.591533593351617
142,0.6012257766163063,47.07694463181629
143,0.4002973355882601,33.6684596634272
144,0.7455361734496267,55.70617711807168
145,0.9289008094185011,65.69503118749596
146,0.7472897621391725,55.80658800995233
147,0.40785457581228823,34.206696817744074
148,0.9647648196064206,67.53725534797755
149,0.3039298455440296,26.53826626277948
150,0.40553969588643124,34.04213542145892
151,0.11805798712039683,11.159324022185613
152,0.7933543607289932,58.408781075040736
153,0.4247132137912044,35.39705399865582
154,0.6436742607904256,49.69341387966835
155,0.038139223840888414,3.742990276381651
156,0.5971200266077552,46.82020239589419
157,0.13613772307452898,12.763454805139634
158,0.5713340994479449,45.19250034027397
159,0.6198095481756588,48.230857947870696
160,0.01370084964133711,1.360784156443042
161,0.38175754746567525,32.3356273967575
162,0.15949134376338447,14.798141219475397
163,0.012927110708038092,1.2844268786366968
164,0.838492719351535,60.894606164883825
165,0.1592129029194903,14.7741242845316
166,0.2528605342304232,22.542936423651284
